title,year,certificate,genre,rating
Dil Juunglee,2018,UA,Comedy  Romance            ,6.1
Daasi,1981,,Drama  Romance            ,9.6
Taqdeer,1983,U,Action  Drama  Romance            ,5.0
Manavoori Pandavulu,2021,UA,Thriller            ,6.2
Password,II 2020,UA,Thriller            ,7.9
Parbona Ami Chartey Tokey,2015,U,Comedy  Romance            ,5.5
Bidyarana,2022,UA,Action  Romance            ,7.0
Business Man,2012,A,Action  Crime  Drama            ,6.5
Ghatak: Lethal,1996,A,Action  Drama            ,7.0
Zakir Khan: Haq Se Single,2017 TV Special,,Comedy            ,6.5
Maayon,2022,U,Mystery  Thriller            ,4.9
Ram Teri Ganga Maili,1985,UA,Drama  Musical  Romance            ,6.7
Aashiq Banaya Aapne: Love Takes Over,2005,A,Drama  Romance  Thriller            ,4.9
Kadamaiyai Sei,2022,U,Drama            ,7.0
Khela Jawkhon,2022,,Thriller            ,8.9
Hero,V 2015,UA,Action  Drama  Musical            ,8.5
Taaza Khabar,2022–,,Action            ,9.1
Victim - Who is next?,2022–,UA 16+,Drama            ,6.4
Dhan Dhana Dhan Goal,2007,UA,Drama  Sport  Thriller            ,7.8
Sherdil Shergill,2022–,UA 13+,Comedy  Drama  Romance            ,3.1
Varsham,2004,,Action  Comedy  Romance            ,7.0
Pavitra Rishta: It's never too late,2021–,UA 16+,Drama  Romance            ,7.6
Marzi,2020–,16,Drama            ,5.6
Friendship,II 2021,UA,Action  Crime  Drama            ,7.4
Raj Sounds and Lights,2022,U,Action  Comedy  Drama            ,3.8
Blackmail,1973,,Drama  Musical  Romance            ,5.7
Puthan Panam,2017,A,Action  Crime  Thriller            ,5.2
Alibaba Aur 40 Chor,2004,,Action  Adventure  Drama            ,5.7
706,2019,A,Thriller            ,6.0
Arya 3,,,Romance            ,6.4
Lootere,1993,UA,Action  Romance  Thriller            ,4.7
George Reddy,2019,U,Action  Biography            ,5.8
Mehsampur,2018,UA,Drama            ,5.3
Oru Kidayin Karunai Manu,2017,U,Drama            ,7.4
Killa,2014,,Comedy  Drama            ,6.5
Raja Vikramarka,2021,UA,Action            ,3.3
Hume Tumse Pyaar Kitna,2019,U/A,Action  Drama  Romance            ,7.6
Bangara s/o Bangarada Manushya,2017,,Action  Drama            ,6.3
Sankat Mochan Hanumaan,2012–2013,,Drama  Fantasy  History            ,6.0
Bambai 4x4,2019–,A,Drama            ,5.8
Khatta Meetha,2021–,Not Rated,Family            ,4.9
Khoon Ki Pyasi,1996,A,Horror            ,6.9
In Ghost House Inn,2010,UA,Comedy  Horror            ,8.5
Bhagat Singh Nagar,2021,UA,,6.6
Palasa 1978,2020,A,Action  Drama            ,3.5
Helllo Jee,2021–,18,Drama  Romance  Thriller            ,8.2
Amar Akbar Anthony,2015,U,Comedy  Crime  Drama            ,6.1
Dhobi Ki Dulhan Pyari Hai,,,Comedy            ,4.5
Vetrivel,2016,U,Drama            ,6.3
Hello Myself Lilly,2020–,,Drama            ,7.7
Aadhi,2018,U,Action  Thriller            ,6.2
Laapataa Ladies,2023,,Comedy            ,4.3
Subhmangal Savadhan,2010,U,Family            ,3.2
Yennanga Sir Unga Sattam,2021 Video,,Comedy  Drama            ,8.1
Nojor,2019–,,Fantasy            ,5.8
Guru,1997,U,Drama  Fantasy            ,7.3
Aaye Hum Barati Barat Leke,2022,UA,Drama  Romance            ,6.8
Once Upon a Time in Calcutta,2021,,Drama            ,7.4
Sirivennela,1986,U,Family  Musical            ,8.0
Nenjinile,1999,,Action  Crime  Drama            ,5.2
Sapoot,1996,A,Action  Crime  Drama            ,6.4
Safe House,2021,,Drama            ,7.6
Kasada Thapara,2021,UA,Drama            ,7.3
Yamudiki Mogudu,1988,U,Action  Comedy  Fantasy            ,3.7
Laila Aur Satt Geet,2020,,Drama            ,3.5
Nammavar,1994,U,Drama            ,5.6
2323 the Beginning,2022,,Action            ,4.6
I - Proud to be an Indian,2004,A,Action  Crime  Drama            ,5.5
Ranadheera,1988,,Action  Drama  Romance            ,5.6
Lal Baadshah,1999,A,Action  Crime  Drama            ,6.7
Prem Ki Bujhini,2016,U,Romance            ,8.9
Rongmon,2004,,Drama            ,7.1
Aankhon Mein Tera Hi Chehra,1999,,Short  Romance            ,9.1
Barood,1998,,Action  Crime  Drama            ,8.0
My Daughter Joined a Cult,2022,A,Documentary            ,6.9
Rickshawkaran,1971,U,Drama            ,5.9
Girliyapa,2016–2017,,Comedy            ,5.9
Mane Lai Ja,2022,U,Drama            ,7.6
Tiku weds Sheru,,,Comedy  Drama  Family            ,6.1
Battalion 609,2019,UA,War            ,4.5
Mumbai Pune Mumbai,2010,U,Drama  Romance            ,5.3
Arjun Pandit,1999,A,Action  Crime  Romance            ,5.9
Sweety Satarkar,2020,U,Comedy  Drama  Family            ,7.0
Sajna Hai Mujhe Remix,2005,,Short  Musical            ,6.2
Lahore Confidential,2021,UA,Crime  Drama  Thriller            ,6.7
Play Girls,1995,,Thriller            ,1.4
China Town,1962,U,Comedy  Crime  Romance            ,3.3
Kerala Varma Pazhassi Raja,2009,UA,Action  Biography  Drama            ,7.4
My Name is Azhakan,2022,U,Comedy            ,6.7
Sampathige Saval,1974,,Drama            ,4.9
Oxygen,2017,UA,Action  Crime  Thriller            ,4.7
Taqdeerwala,1995,U,Action  Comedy  Fantasy            ,8.1
Saadi Love Story,2013,U,Comedy  Romance            ,8.3
Money Heist X Free Fire: Summer Holiday Heist,2020,,Short  Adventure            ,4.8
Ghantadi,2022,UA,Comedy            ,8.8
Kuthiraivaal,2021,UA,Drama            ,9.5
Himmat,1996,A,Action  Comedy  Drama            ,4.3
Rhythm,2000,U,Drama  Musical  Romance            ,4.8
Nishiddho,2022,U,Drama            ,6.3
15 Park Avenue,2005,,Drama            ,6.3
Love Express,2016,,Romance            ,4.1
Maamanithan,2022,U,Drama            ,7.4
Forbidden Love,2020–,A,Romance            ,5.8
Sila Nerangalil Sila Manidhargal,2022,U,Drama            ,6.9
Begum Jaan,2017,A,Action  Drama  History            ,5.4
Viduthalai,2022,,Action  Drama  Thriller            ,6.6
Vaat Vaat Ma,2021,All,Romance            ,5.8
Janeman,2021,U,Comedy            ,4.1
Chhota Bheem and the Throne of Bali,2013,U,Animation            ,5.1
Nanna Prakara,2019,UA,Crime  Mystery            ,4.6
Iqbal,2005,UA,Drama  Sport            ,5.7
Zakhm,1998,A,Drama            ,7.8
D Block,2022,UA,Action  Drama  Thriller            ,8.3
Sanjog,1985,,Drama            ,6.0
Ramlal Ki Biwi,2021,,Short  Romance            ,6.3
Bajrangbali,1976,,Fantasy            ,4.1
6,2013,,Drama  Thriller            ,6.9
Chitchor,1976,U,Drama  Romance            ,8.1
Haqeeqat,1964,U,Action  Musical  War            ,6.8
Mahi Mera Nikka Jeha,2022,U,Comedy            ,7.3
Nabab,2017,UA,Comedy  Romance  Thriller            ,8.6
Pati Patni Aur Woh,1978,,Comedy  Romance            ,2.3
Saara Akaash,2003–,,Action  Drama  Romance            ,5.2
Kadal,2013,U,Crime  Drama            ,7.9
Jamai Raja,1990,,Drama  Romance            ,7.8
Room No. 54,2021–,A,Comedy            ,7.0
Devathayai Kanden,2005,U,Drama            ,7.4
Free Entry,2006,,Drama  Romance            ,6.2
Kantharam,2019,UA,Thriller            ,7.4
The Death Sentence: Mrityu Dand,1997,A,Action  Drama            ,3.2
Dream Girl,1977,,Romance  Thriller            ,6.1
Gumnaam Ek Thriller Night,2021,,Horror  Thriller            ,3.9
Piyaa Albela,2017–,UA,Drama  Musical  Romance            ,5.5
Scoop,,,Biography  Crime  Drama            ,4.0
Kiranmala,2014–,PG,Fantasy            ,7.9
Dhartiputra,1993,,Action  Drama            ,6.3
Okka Magadu,2008,A,Action  Comedy  Drama            ,7.6
Oka Laila Kosam,2014,UA,Comedy  Romance            ,7.5
Shantham Papam,2017–2020,,Crime            ,5.7
Baghtos Kay Mujra Kar,2017,,Comedy  Drama            ,7.3
Harishchandrachi Factory,2009,U,Biography  Comedy  Drama            ,6.9
Thappana,2012,,Action  Drama            ,8.0
Iss Mod Se Jaate Hain,2021–,,Drama            ,5.6
Vadhu Varulu,1976,,,7.2
Pinjara Khubsurti Ka,2020–2021,13,Drama            ,9.6
Kick the Buddy,2024,,Animation  Action  Adventure            ,6.1
Rajnigandha,1974,,Drama  Romance            ,8.4
Murder by the Sea,2022–,A,Thriller            ,8.0
Ahimsa,2022,,Action            ,8.3
Kshemanga Velli Labhamga Randi,2000,,Comedy            ,5.5
The Great Indian Family,2023,,Romance            ,6.7
Umeed,1989–,,Family            ,5.2
Merku Thodarchi Malai,2018,,Drama            ,5.8
Isai,2015,UA,Musical  Romance  Thriller            ,8.0
Gantumoote,2019,A,Drama  Romance            ,7.0
Borderlands,2021,U,Documentary            ,4.8
Qila,1998,,Drama  Family  Music            ,6.8
Malli Modalaindi,2022,UA,Romance            ,6.7
Pandurangadu,2008,UA,Drama  Fantasy            ,5.6
Zombivli,2022,UA,Comedy  Drama  Horror            ,7.8
Bepannah,2018,13,Drama  Mystery  Romance            ,6.6
Missing,I 2018,UA,Drama  Mystery  Thriller            ,7.8
State of Siege: 26/11,2020–,A,Action            ,4.8
Bairavaa,2017,U,Action  Thriller            ,7.2
Action Hero Biju,2016,U,Action  Comedy  Thriller            ,5.4
Khaidi No. 150,2017,UA,Action  Drama  Romance            ,7.4
Black Coffee,II 2019,18,Drama  Romance            ,4.7
The Angrez,2005,,Comedy            ,4.5
Ghutan,2007,A,Horror            ,6.4
Trunk,II 2018,,Horror            ,8.7
Jheel Ke Us Paar,1973,U,Drama  Romance            ,4.8
Jass Manak: Lehanga,2019 Music Video,,Music            ,7.3
Teri Meri Jodi,2019,UA,Drama            ,4.9
Chathur Mukham,2021,UA,Horror  Thriller            ,7.2
Sandakari,2020,,Drama            ,5.1
Bhrashtachar,1989,UA,Action  Crime  Drama            ,7.9
Chal Man Jeetva Jaiye,2017,U,Drama            ,4.9
The Train: Some Lines Should Never Be Crossed...,2007,,Crime  Drama  Thriller            ,3.8
Chhupa Rustam: A Musical Thriller,2001,A,Drama  Musical  Romance            ,2.0
Adhurs,2010,UA,Action  Comedy  Thriller            ,8.1
Aamhi Bolato Marathi Movie,2014,,Drama            ,7.8
Mast,1999,,Comedy  Musical  Romance            ,7.3
Pothanur Thabal Nilayam,2022,,Crime  Drama            ,8.6
Carry on Maratha,2015,UA,Action  Romance            ,8.2
Chirodini Tumi Je Amar 2,2014,,Drama            ,4.5
Sir,1993,UA,Crime  Drama  Romance            ,4.4
Guddu,1995,U,Drama  Romance            ,4.8
Rajkumar,1996,,Drama  Family  Fantasy            ,7.9
Hum Bhi Akele Tum Bhi Akele,2019,18,Romance            ,8.2
Vasantha Maligai,1972,U,Drama  Romance            ,7.0
Third World Boys,2022,,Adventure  Comedy  Drama            ,4.3
Nater Guru,2003,U,Comedy  Drama  Romance            ,8.2
Kasak,1992,,Drama  Romance            ,7.8
Aarkkariyam,2021,U,Crime  Drama            ,5.7
Maa Neella Tank,2022–,UA 16+,Comedy            ,5.3
Maut,1998,A,Horror            ,3.9
Chatrapathi,,,Action  Drama            ,8.3
Sauteli,2020–,18,Drama  Romance            ,6.9
Meet Bros Feat. Jubin Nautiyal: Dil Galti Kar Baitha Hai,2021 Music Video,,Short  Romance            ,7.1
Chalte Chalte,1976,,Romance  Thriller            ,6.8
Family 424,2008 Video,U,Comedy            ,4.0
Airaa,2019,UA,Drama  Horror            ,5.0
Neer Paravai,2012,U,Drama            ,7.6
Khoya Khoya Chand,2007,,Drama  Romance            ,8.5
Axone,2019,16,Comedy  Drama            ,5.9
Dil Boley Oberoi,2017,UA,Romance            ,6.6
Naan Sigappu Manithan,2014,UA,Action  Drama  Thriller            ,9.2
Peraanmai,2009,UA,Action  Adventure  Drama            ,4.5
Wah! Wah! Kya Baat Hai!,2012–2013,,Comedy            ,8.3
Venky,2004,,Action  Mystery            ,7.6
Phoolan Hasina Ramkali,1993,,Action            ,7.8
The Midnight Express,2022,Not Rated,Short  Mystery            ,7.5
Filmy Adda,2021,,Short  Comedy            ,6.3
Ajay Wardhan,2022,,Biography  Drama            ,5.8
Doosara Aadmi,1977,U,Drama  Family  Romance            ,5.2
Baby,IX,,,6.5
Loukyam,2014,UA,Action  Comedy            ,9.1
I Love NY,2015,,Comedy  Romance            ,5.3
Black Coffee,2017–,,Comedy  Romance            ,3.2
Laavaan Phere,2018,UA,Comedy            ,9.6
Ayena,2022,,Documentary            ,3.3
Darling,III 2015,UA,Comedy  Horror            ,7.4
Dhanyee Meye,1971,,Comedy  Sport            ,6.5
San' 75 (Pachattar),2022,,Thriller            ,6.2
Sardaar Ji,2015,U,Comedy  Fantasy  Horror            ,6.8
Pavam I.A. Ivachan,1994,,Comedy  Drama            ,8.3
Kathanar,2023,,Adventure  Drama  Fantasy            ,4.7
Thimiru,2006,U,Action            ,6.0
Gandhi Talks,2023,,Comedy            ,4.5
Hogi Pyaar Ki Jeet,1999,,Action  Comedy  Drama            ,8.0
Katha,1983,,Comedy  Drama            ,5.6
Aanum Pennum,2021,UA,Drama            ,5.9
Happy Phirr Bhag Jayegi,2018,UA,Comedy            ,7.0
Mutamestri,1993,U,Action  Drama            ,7.1
Vetri Vizha,1989,,Action  Drama  Mystery            ,5.8
Dil Tera Aashiq,1993,U,Comedy  Drama  Romance            ,8.6
Oru Nalla Naal Paarthu Soldren,2018,U,Comedy            ,8.1
Messi,2017,U,Sport            ,7.6
Falguni Pathak: Aiyo Rama,2000 Music Video,,,8.6
Krishna sudama ki katha aisi hai,2022,,Short  Drama            ,4.3
Baaghi 4,,,Action  Drama  Thriller            ,6.9
Kanchana 3,2019,UA,Action  Comedy  Horror            ,8.4
Unfreedom,2014,(Banned),Crime  Drama  Romance            ,5.6
Malli Raava,2017,U,Drama  Romance            ,5.1
Sunny,I 2022,UA,,5.1
Ni Main Sass Kuttni,2022,U,Comedy            ,8.2
Pakka Commercial,2022,UA,Action  Comedy  Crime            ,4.3
Arya,2004,U,Action  Drama  Romance            ,5.0
Punyashlok Ahilyabai,2021–,12+,Drama  History            ,7.9
Bhajarangi 2,2021,UA,Action  Fantasy            ,6.3
Meesaya murukku,2017,U,Biography  Comedy  Drama            ,4.2
Iss Pyaar Ko Kya Naam Doon 3,2017,UA,Drama  Music  Mystery            ,6.9
Pailwaan,2019,UA,Action  Drama  Sport            ,7.7
Joroo Ka Ghulam,1972,,Comedy  Romance            ,5.9
Byadh,2022–,UA 13+,Drama            ,5.6
Daayan,2018–2019,U,Horror            ,5.5
Lagan,2022,UA,Drama  Romance            ,7.1
Daata,1989,,Action  Drama            ,4.7
Black Bud,2018,,Crime  Drama  Thriller            ,9.7
Elaan,1971,U,Action  Drama  Musical            ,4.9
Kishen Kanhaiya,1990,,Action  Comedy  Drama            ,6.6
Danny: Dracula,2021 Podcast Series,,Horror            ,6.1
Gosain Baganer Bhoot,2011,,Fantasy            ,6.6
Estate,2022,,Horror  Thriller            ,6.7
Chhota Chetan,1998,U,Adventure  Comedy  Family            ,3.6
Dharani Mandala Madhyadolage,1983,,Drama            ,5.6
Oru Thalai Raagam,1980,Unrated,Romance            ,6.5
Seeru,2020,UA,Action  Drama            ,3.4
Georgettan's Pooram,2017,U,Comedy            ,4.2
London Dreams,2009,UA,Drama  Music            ,5.0
Lagori - Maitri Returns,2014–2015,12+,Drama            ,5.5
B Praak Feat. Nawazuddin Siddiqui & Sunanda Sharma: Baarish Ki Jaaye,2021 Music Video,,Music            ,4.0
Imtihaan,1994,,Action  Drama  Romance            ,7.2
Jallaad,1995,,Action  Drama            ,6.0
Hum Dono,1995,,Action  Comedy  Thriller            ,7.5
Sridevi,2018,,Romance            ,5.2
Doctor Doctor,2020,A,Comedy            ,7.0
Load Shedding,2015,,Drama  Romance            ,8.0
Lapataganj,2009–2014,,Comedy            ,8.2
Sumer Singh Case Files: Girlfriends,2021–,16,Thriller            ,4.9
Regiment Diaries,2018–2022,13,Documentary            ,6.5
Baal Krishna,2016–2017,,Family            ,5.7
Akilan,2012,,Drama            ,4.5
Get Educated: Paathshaala,2010,U,Drama  Family            ,7.3
"Sex, Likes and Stories",2021,,Short  Comedy            ,3.6
Aadi,2002,A,Action  Drama  Romance            ,6.8
Suraj,1966,,Romance  Musical  Action            ,6.3
Mazhi Tuzhi Reshimgaath,2021–,UA,Drama  Romance            ,8.5
Dr. Prakash Baba Amte - The Real Hero,2014,,Biography  Drama  History            ,7.2
Gundamma Katha,1962,U,Comedy  Drama            ,2.9
Baankey Ki Crazy Baraat,2015,,Comedy            ,4.8
Sur: The Melody of Life,2002,,Drama  Musical  Romance            ,4.5
Jal,2013,,Drama            ,4.5
Paraya Dhan,1971,U,Drama  Thriller            ,6.8
Premante Idera,1998,,Romance  Drama            ,5.9
Victoria No. 203,1972,U,Action  Comedy  Crime            ,5.0
Arranged,2022,,Short  Drama            ,6.1
Irandam Ulagam,2013,U,Action  Fantasy  Romance            ,3.8
Muthiya,2019–,,Drama            ,4.6
Kotha Bangaru Lokam,2008,UA,Romance            ,6.9
Samarasimha Reddy,1999,UA,Action  Drama            ,7.4
Zameer,1975,U,Action  Drama            ,6.2
Ayya,2005,,Drama  Romance            ,7.0
Dosti Dushmani,1986,,Action  Drama            ,7.1
Crime Stories: India Detectives,2021–,18,Documentary  Crime  Mystery            ,5.3
The Bengal Scam: Bima Kando,2022–,UA 16+,Thriller            ,7.9
Mere Sajana Saath Nibhana,1992,U,Drama  Musical            ,6.4
Paper Rocket,2022–,UA 13+,Drama            ,6.9
Left Right Left,2006–2008,,Drama            ,7.5
Disco Raja,2020,UA,Action  Crime  Drama            ,1.0
Cyber Vaar,2022–,UA 16+,Crime  Mystery  Thriller            ,6.8
Veerana,1988,A,Action  Drama  Horror            ,6.2
Thackeray,2019,UA,Biography  Drama            ,8.2
Mann Kasturi Re,2022,UA,Mystery  Romance            ,4.6
Veer-Isha Nu Seemant,2022,UA,Drama  Family            ,8.9
Aaranya Kaandam,2010,A,Action  Crime  Thriller            ,6.2
Khoka 420,2013,UA,Action  Drama  Romance            ,4.3
Hotel,1981,A,Horror  Mystery            ,8.7
Dakuaan Da Munda,2018,UA,Action  Biography  Drama            ,7.0
Babu Baga Busy,2017,A,Comedy            ,5.7
Umrika,2015,,Comedy  Drama            ,5.2
Angoor,2005,A,Drama            ,7.7
Kholam Kuchi,2022,,Drama            ,8.5
Byaase Sunucha,2022,,Short  Drama            ,5.4
Dagadi Chaawl,2015,UA,Action  Crime  Drama            ,5.8
Kis Desh Mein Hai Meraa Dil,2008–2010,PG,Drama            ,6.4
Durashaya,2022–,Not Rated,Crime            ,5.4
Mahabharat,1965,,Action  Adventure  Fantasy            ,7.7
Gun Powder and Lead,,,Western            ,9.1
Anbulla Ghilli,2022,UA,Comedy            ,9.3
?: A Question Mark,2012,,Horror  Mystery  Thriller            ,5.3
Chhoti Bahoo,1994,,Drama  Family            ,6.6
Satta,2022–,Not Rated,Crime            ,7.6
Jodi,2023,,Drama            ,5.1
Gaali,II 2017,,Short            ,4.9
Barsaat Ki Ek Raat,1981,U,Romance  Thriller            ,6.6
Paani,,,Drama            ,9.1
Anubhav,1986,A,Comedy  Drama  Romance            ,8.5
Nehlle Pe Dehlla,2007,,Action  Comedy  Crime            ,7.6
Bhonsle,2018,18,Drama            ,6.1
Khandan,1965,U,Drama  Musical            ,6.2
Ae Watan Mere Watan,,,,7.2
Dosti... Yaariyan... Manmarziyan,2015,PG,Drama            ,6.6
Jack & Daniel,2019,U,Action  Thriller            ,8.0
Saari Raat,2015,U,Drama            ,4.2
Maid for each other,2022,,Romance            ,7.5
Two Men,II 2022,U,Drama  Thriller            ,7.9
Naan,2012,UA,Crime  Drama  Thriller            ,5.0
Purab Aur Pachhim,1970,U,Drama  Romance            ,9.0
Taj Mahal,1999,,Romance            ,6.9
Kanabadutaledu,2021,UA,Crime  Thriller            ,5.5
Hum Kisi Se Kum Nahin,2002,,Action  Comedy  Drama            ,5.6
Tej... I Love You,2018,U,Romance            ,3.0
Kaaki Sattai,2015,U,Action            ,6.7
Arasu,2007,U,Drama            ,6.6
Kedi,2006,,Action            ,7.3
Viruddh... Family Comes First,2005,U,Drama  Family            ,5.8
Shakuntala,2009,,Drama            ,7.9
Badshah: DJ Waley Babu,2015 Music Video,,Short  Musical            ,7.9
Bigg Boss OTT,2021–,A,Reality-TV            ,7.2
Medium,2016,U,Short  Drama            ,4.1
Beti Bete,1964,U,Comedy  Drama  Family            ,5.7
Kaalo,2010,A,Action  Drama  Horror            ,9.6
Sukh Mhanje Nakki Kay Asta,2020–2022,PG,Drama            ,7.0
Plan,2004,A,Action  Comedy  Crime            ,9.4
Jay Jay,2003,,Romance            ,5.1
Hyderabad Nawabs,2006,A,Comedy            ,7.5
Aviyal,2016,UA,Comedy  Drama            ,3.8
Paramapadham Vilayattu,2021,UA,Thriller            ,7.9
Haathkadi,1995,,Action  Comedy  Drama            ,4.6
Rochak Kohli Feat. Jubin Nautiyal: Mast Nazron Se,2022 Music Video,,Music            ,7.2
Tame keva?,2018,UA,Drama            ,8.3
Pandiya Naadu,2013,U,Action  Drama            ,6.5
Run,I 2002,U,Action  Comedy  Drama            ,6.8
Maro Charithra,1978,U,Drama  Romance            ,3.0
Kakababur Protyaborton,2022,U,Action  Adventure  Crime            ,6.7
Durgeshgorer Guptodhon,2019,U,Adventure  Comedy  Drama            ,5.6
Naukar Biwi Ka,1983,U,Action  Drama  Comedy            ,5.3
Videsh,1977,,Action  Crime  Drama            ,5.8
California Typewriter,2016,,Documentary            ,6.2
Mogudu,2011,UA,Drama            ,7.3
Thiruda Thiruda,1993,,Action  Crime  Drama            ,7.5
Kapurush,1965,U,Drama  Romance            ,6.8
Em Magan,2006,,Drama  Romance            ,4.2
Anmol,1993,,Drama  Family  Romance            ,6.6
Holy Faak,2017–,18,Comedy  Romance            ,4.7
Josef - Born in Grace,2019,U,Drama            ,7.1
Judaa Hoke Bhi,2022,A,Horror  Thriller            ,5.2
Bodh,2022–,,Mystery            ,6.6
Muqaddar Ka Sikandar,1978,U,Drama  Romance            ,5.7
SSMB 28,2023,,Action  Drama            ,6.2
Posti,2022,UA,Comedy  Drama            ,8.1
Laiye Je Yaarian,2019,UA,Romance            ,7.9
Maadathy,2019,A,Drama  Mystery            ,8.8
Uppi 2,2015,UA,Action  Mystery  Thriller            ,5.4
Induvadana,2022,UA,Romance            ,7.9
180,II 2011,U,Drama  Romance            ,8.6
Salaakhen,1998,,Action  Drama            ,8.3
Bulbule,2021,,Thriller            ,6.8
24 Kisses,2018,,Romance            ,6.4
Gali Gali Chor Hai,2012,,Comedy  Drama            ,8.6
Dheena,2001,,Action  Drama            ,6.9
Topless,2005,A,Drama  Romance            ,7.1
Black Rose,2021,,Thriller            ,4.5
Googly Gumm Hai,2021,,Romance  Thriller            ,5.5
Kaksparsh,2012,UA,Drama  Family  History            ,6.5
Bachchan,2014,,Action  Comedy  Drama            ,5.2
Karamati Coat,1993,,Comedy  Family  Fantasy            ,5.1
Marathi Movie GOTT (Clan),2020,,Drama            ,7.6
Jai Santoshi Maa,2006,U,Drama  Family            ,7.2
Qismat 3,2023,,Romance            ,5.9
Amanush,1975,U,Drama  Family            ,5.7
Mappillai,2011,,Action  Comedy            ,6.2
Ganashatru,1989,,Drama            ,7.7
Dashavatar,2008,,Animation  Family            ,6.8
Nabab Nandini,2007,UA,Comedy  Romance            ,6.0
Mukhyamantri,1996,UA,Drama            ,5.4
Sirf Tum,2021–2022,UA 13+,Drama            ,8.3
Puriyaadha Pudhir,2017,U,Thriller            ,5.2
Dance India Dance,2009–,U,Music  Reality-TV            ,8.6
Aalas Motaapa Ghabraahat,2021 TV Special,,Comedy            ,6.3
Pari,2021,,Thriller            ,6.9
Madhuri Talkies,2020–,,Romance            ,6.3
Priyamana Thozhi,2003,,Musical  Drama  Romance            ,8.2
Jhooth Bole Kauwa Kaate,1998,,Comedy  Romance            ,7.3
Cheppalani Vundhi,2001,,Romance            ,4.5
Kalubaichya Naavan Changbhala,2005,,Drama            ,6.6
Citizen,2001,,Action  Drama  Mystery            ,3.7
Yaari Jatt Di,1987,,Action            ,7.2
Crime Next Door,2021–,18,Crime  Thriller            ,4.7
Navya: Naye Dhadkan Naye Sawaal,2011–2012,PG,Drama  Romance            ,5.1
Keymon Ache,2011–,,Animation            ,8.4
Love at Times Square,2003,,Drama  Romance            ,4.2
Gayatri,2018,UA,Drama  Family            ,6.3
Pornomochi,2018,A,Crime  Drama            ,2.9
Jaane Kahan Se Aayi Hai,2010,,Comedy  Drama  Fantasy            ,4.4
Gundaraj,1995,,Action  Drama            ,5.7
Crime Stories: Khoj Apradhi Ki,2021–,,Crime  Game-Show  Thriller            ,5.5
Mumbai Central,2016,,Family            ,7.1
Ha Khel Savlyancha,1976,,Drama            ,7.6
Santhosh Subramaniyam,2008,UA,Comedy  Romance            ,9.0
Saajan Ki Saheli,1981,U,Family  Drama            ,6.5
Brij Mohan Amar Rahe,2017,16,Comedy  Crime  Drama            ,4.6
Prema Kavali,2011,,Romance            ,7.6
Bepanah Pyarr,2019–,13,Romance            ,5.1
Anaarkali,2019,,Short  Drama            ,7.6
Kuch Naa Kaho,2003,U,Comedy  Drama  Romance            ,6.5
Shakespeare-Wallah,1965,,Drama  Romance            ,6.0
Rhapsodies of A Sexaholic,2020,,Drama            ,2.4
Sancharram,2004,,Drama  Romance            ,6.3
Hero of Nation Chandra Shekhar Azad,2022,,Biography            ,5.6
Thithi,2015,UA,Drama            ,7.3
Kabhi Yaadon Me Aau Kabhi Khwabon Mein Aau,2003,,Short  Romance            ,6.3
Bad Boy,2023,,Comedy  Romance            ,8.5
Kabzaa,1988,U,Action  Crime  Drama            ,4.5
Rakhwala,1971,U,Action  Musical  Thriller            ,5.2
Dil Maange More!!!,2004,U,Musical  Romance            ,7.5
Police Diary 2.0,2019–,A,Drama            ,6.9
Fear Files: Darr Ki Sachchi Tasveerein,2012–,UA,Horror            ,7.2
Saugandh,1991,U,Action  Drama  Romance            ,8.8
Nayika Devi - The Warrior Queen,2022,UA,Biography  Drama  History            ,8.4
Vaahlam Jaao Ne,2022,U,Romance            ,6.5
Lift,III 2021,UA 16+,Drama  Horror  Mystery            ,5.9
Shiddat,2021 Video,,Short  Romance            ,5.4
Maari,2015,U,Action  Comedy  Drama            ,8.6
Kacher Manush,2022,U,Drama            ,7.9
Deiva Thirumagal,2011,,Drama            ,7.0
Annakodi,2013,,Drama            ,8.0
Tor Naam,2012,UA,Drama  Romance            ,7.6
Swathanthryam Ardharathriyil,2018,UA,Action  Crime  Thriller            ,5.7
Cambala Investigation Agency,2008–2010,,Crime  Mystery  Thriller            ,5.6
Taani,2013,,Family            ,5.3
Aelay,2021,U,Comedy  Drama            ,8.2
Mokala Shwas,2012,,Family            ,9.3
Thillana Mohanambal,1968,U,Drama  Musical  Romance            ,6.1
Khullam Khulla Pyaar Karen,2005,U,Comedy            ,4.0
Dost,1974,,Drama            ,6.9
Takkar,,UA,Action  Drama  Romance            ,4.0
Chunkzz,2017,U,Comedy            ,7.2
Naach,2004,A,Drama  Musical  Romance            ,5.4
Noblemen,2018,A,Drama            ,7.1
Higuita,,,Drama            ,9.0
Jamai 420,2015,A,Comedy  Romance            ,4.6
Sikander,2013,,Action  Crime  Drama            ,7.2
Jab Jab Phool Khile,1965,U,Musical  Romance            ,7.7
ToddWorld,2004–2008,,Animation  Family            ,7.4
Pannam Pathinonnum Seyum,2017,,Drama            ,7.0
Deh Sukh 2,2020,18,Short  Romance            ,5.2
Witness,1995,,Crime            ,6.6
Megha,I 2014,U,Romance  Thriller            ,8.8
Samadhi,1972,U,Action  Drama  Romance            ,7.7
Prem Aggan,1998,UA,Drama  Romance            ,6.0
Jaunpur,2021–,18,Action            ,4.6
